address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 마포구 상암동 1597,FD6,음식점,"음식점 > 한식 > 육류,고기",,581926970,02-304-9293,배꼽집 상암DMC점,http://place.map.kakao.com/581926970,서울 마포구 월드컵북로54길 17,126.888567163258,37.5813498306642
서울 동대문구 제기동 1013,FD6,음식점,음식점 > 한식 > 냉면,,810920158,02-965-8258,경동시장 평양냉면,http://place.map.kakao.com/810920158,서울 동대문구 왕산로29길 4,127.040075960828,37.5789557323408
서울 마포구 망원동 428-42,FD6,음식점,음식점 > 한식,,1773999964,02-335-3678,달고나,http://place.map.kakao.com/1773999964,서울 마포구 망원로3길 30,126.9011261123124,37.55801353159328
서울 마포구 도화동 204-9,FD6,음식점,음식점 > 한식,,1130498627,0507-1371-1092,서경도락 마포점,http://place.map.kakao.com/1130498627,서울 마포구 삼개로 21,126.9476081398492,37.53840333834639
경기 수원시 팔달구 팔달로1가 64-1,FD6,음식점,음식점 > 한식 > 냉면,,8272484,031-255-7493,대원옥,http://place.map.kakao.com/8272484,경기 수원시 팔달구 정조로800번길 6-3,127.017234040133,37.2793767496981
경기 의정부시 호원동,,,부동산 > 지명,,25351670,,장수원,http://place.map.kakao.com/25351670,,127.045756226663,37.7073547200729
경기 양주시 장흥면 교현리 114-23,FD6,음식점,음식점 > 한식,,1840305039,031-877-3917,만포면옥 본점,http://place.map.kakao.com/1840305039,경기 양주시 장흥면 호국로 515,126.971498960166,37.7171726571246
서울 동작구 사당동 134-3,FD6,음식점,음식점 > 한식 > 냉면,,27282095,,이수면옥,http://place.map.kakao.com/27282095,서울 동작구 동작대로 123,126.98187695555,37.4877510094111
서울 서초구 방배동 836-5,FD6,음식점,음식점 > 한식 > 냉면,,1999359775,02-533-0329,흥미면옥,http://place.map.kakao.com/1999359775,서울 서초구 방배로 189,126.9917568365484,37.49026592361064
서울 중구 장충동2가 187-14,FD6,음식점,음식점 > 한식 > 냉면,,8608759,02-2279-2770,함흥에겨울냉면,http://place.map.kakao.com/8608759,서울 중구 동호로24길 21,127.005228940529,37.560189277372
서울 마포구 도화동 179-1,FD6,음식점,음식점 > 한식 > 냉면,,19153287,,산까치냉면,http://place.map.kakao.com/19153287,서울 마포구 도화길 35,126.9495432132488,37.54139099577898
서울 송파구 문정동 98,FD6,음식점,음식점 > 한식 > 냉면,,20512607,02-409-5054,연백냉면,http://place.map.kakao.com/20512607,서울 송파구 새말로12길 7,127.12931068327904,37.48266482288441
서울 성북구 삼선동4가 345-1,FD6,음식점,음식점 > 한식 > 냉면,,26481780,02-921-3451,혜화면옥,http://place.map.kakao.com/26481780,서울 성북구 보문로 193-1,127.01389067982205,37.59084041124726
경북 청송군 현서면 덕계리 332-1,FD6,음식점,음식점 > 한식 > 냉면,,508703953,,덕계함흥냉면,http://place.map.kakao.com/508703953,경북 청송군 현서면 청송로 1345,128.900268731146,36.2889442616305
서울 강남구 신사동 516-11,FD6,음식점,음식점 > 한식 > 국수,,24167310,02-545-3297,송옥 강남본점 가로수길,http://place.map.kakao.com/24167310,서울 강남구 강남대로154길 43,127.02239732123687,37.51866558118071
서울 강남구 역삼동 828-55,FD6,음식점,"음식점 > 일식 > 돈까스,우동",,8015540,02-569-8610,오무라안,http://place.map.kakao.com/8015540,서울 강남구 논현로79길 66,127.033576859931,37.4961810566319
서울 강서구 내발산동 700,FD6,음식점,음식점 > 한식 > 국수,,21360740,02-2064-2626,똑순이막국수,http://place.map.kakao.com/21360740,서울 강서구 강서로47길 19,126.83513890129785,37.55254376365585
서울 마포구 성산동 138-4,FD6,음식점,음식점 > 한식 > 냉면,,745047863,02-304-9110,대동관,http://place.map.kakao.com/745047863,서울 마포구 모래내로7길 62,126.909616291226,37.5676925306156
충남 예산군 삽교읍 두리 568-50,AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",,215793876,,삽교시장 곱창특화거리,http://place.map.kakao.com/215793876,충남 예산군 삽교읍 삽교로4길 7-11,126.740992266169,36.6866293599881
서울 마포구 염리동 149-9,FD6,음식점,음식점 > 한식,,7990640,02-703-5959,아소정,http://place.map.kakao.com/7990640,서울 마포구 백범로25길 9,126.946389315311,37.5466190059557
서울 중구 주교동 56-3,FD6,음식점,음식점 > 한식,,12394402,02-2273-1591,강산옥,http://place.map.kakao.com/12394402,서울 중구 청계천로 196-1,126.999429503644,37.568907431526
서울 강동구 길동 334-5,FD6,음식점,음식점 > 한식 > 국수,,13287059,,민성막국수,http://place.map.kakao.com/13287059,서울 강동구 양재대로124길 19,127.143231147319,37.5430880772249
경기 광주시 송정동 113-19,FD6,음식점,음식점 > 한식,,8848724,031-761-3880,담안식당,http://place.map.kakao.com/8848724,경기 광주시 중앙로187번길 10,127.25587400558945,37.416377434717376
서울 중구 북창동 93-36,FD6,음식점,음식점 > 한식 > 곰탕,,15892869,02-352-0303,애성회관,http://place.map.kakao.com/15892869,서울 중구 남대문로5길 23,126.97891384153051,37.562409368174585
서울 강남구 개포동 1215-1,FD6,음식점,음식점 > 한식 > 국수,,9011542,02-574-3216,밀란국수 개포본점,http://place.map.kakao.com/9011542,서울 강남구 개포로28길 4,127.04912564342,37.4785374820562
서울 강남구 논현동 83-19,FD6,음식점,음식점 > 한식 > 국수,,8121093,02-541-8200,가람국시 논현동점,http://place.map.kakao.com/8121093,서울 강남구 언주로135길 13,127.034115460694,37.5167706707282
서울 종로구 관훈동 198-31,FD6,음식점,음식점 > 한식 > 국수,,27548252,,베테랑 인사동점,http://place.map.kakao.com/27548252,서울 종로구 인사동5길 14,126.98541990070932,37.57274477250097
서울 동대문구 용두동 711-4,FD6,음식점,음식점 > 한식 > 두부전문점,,1209528306,02-957-1337,콩보 제기점,http://place.map.kakao.com/1209528306,서울 동대문구 왕산로 112-4,127.03577350507,37.5778759216785
서울 양천구 신정동 1048-7,FD6,음식점,음식점 > 한식 > 국수 > 칼국수,,8344070,02-2652-9991,살구나무집칼국수,http://place.map.kakao.com/8344070,서울 양천구 중앙로32길 35,126.85757184784914,37.51950085238376
서울 마포구 용강동 122-13,FD6,음식점,음식점 > 한식 > 해장국,,13290723,02-712-6134,서씨네해장국,http://place.map.kakao.com/13290723,서울 마포구 토정로 290,126.941364709741,37.5412250380936
서울 성북구 정릉동 488-1,FD6,음식점,음식점 > 한식,,10380858,02-918-1668,봉화묵집,http://place.map.kakao.com/10380858,서울 성북구 아리랑로19길 46-2,127.010722032742,37.6027374309408
서울 강서구 공항동 672-10,FD6,음식점,음식점 > 한식 > 국밥,,25506306,02-6371-0056,전주뜰콩나물국밥,http://place.map.kakao.com/25506306,서울 강서구 방화대로5나길 6,126.816053348725,37.5551554935147
경기 하남시 풍산동 595-1,FD6,음식점,음식점 > 한식 > 국수,,2100098947,,백운봉 막국수,http://place.map.kakao.com/2100098947,경기 하남시 미사강변중앙로7번안길 25,127.19117963418938,37.54943979270791
경기 수원시 영통구 하동 983-2,FD6,음식점,음식점 > 한식 > 해장국,,1915452438,070-4833-8247,유명국양평해장국 본점,http://place.map.kakao.com/1915452438,경기 수원시 영통구 광교중앙로 256,127.068008864092,37.2926983454688
경기 포천시 영중면 영송리 153-3,FD6,음식점,음식점 > 한식 > 국수,,134733253,,옥합,http://place.map.kakao.com/134733253,경기 포천시 영중면 전영로 1556,127.22828366700759,38.008186795906774
서울 은평구 녹번동 185,FD6,음식점,"음식점 > 한식 > 육류,고기",,10188825,02-354-7788,우주미,http://place.map.kakao.com/10188825,서울 은평구 은평로 185,126.928280236177,37.6021863442287
서울 영등포구 양평동4가 101-1,FD6,음식점,"음식점 > 한식 > 해물,생선",,13499678,,원조북어국,http://place.map.kakao.com/13499678,서울 영등포구 양평로 117-1,126.89436445320092,37.53748563449311
서울 종로구 부암동 245-2,FD6,음식점,음식점 > 분식,,8505372,02-379-2648,자하손만두,http://place.map.kakao.com/8505372,서울 종로구 백석동길 12,126.966044472281,37.5931212602688
서울 종로구 동숭동 199-21,FD6,음식점,음식점 > 한식 > 국수,,13578091,,모티집,http://place.map.kakao.com/13578091,서울 종로구 이화장2길 1,127.004659625902,37.5780938847705
경기 화성시 안녕동 188-562,FD6,음식점,음식점 > 한식 > 냉면,,8598381,031-223-1182,청학동칡냉면,http://place.map.kakao.com/8598381,경기 화성시 효행로 466,126.98552951231945,37.20949205803589
서울 강서구 화곡동 986-16,FD6,음식점,음식점 > 한식 > 냉면,,16073611,02-2691-2230,명가냉면,http://place.map.kakao.com/16073611,서울 강서구 화곡로 277,126.84731856214971,37.54955981953704
경기 부천시 상동 573-1,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",,19629369,032-324-8600,삼도갈비,http://place.map.kakao.com/19629369,경기 부천시 상이로85번길 32,126.742596914096,37.49671270577
경기 화성시 안녕동 188-562,FD6,음식점,음식점 > 한식 > 냉면,,8598381,031-223-1182,청학동칡냉면,http://place.map.kakao.com/8598381,경기 화성시 효행로 466,126.98552951231945,37.20949205803589
서울 도봉구 창동 337-1,FD6,음식점,음식점 > 한식,,14701954,02-900-9800,하누소 창동본점,http://place.map.kakao.com/14701954,서울 도봉구 노해로 327,127.0448063295615,37.651519639360096
서울 성동구 행당동 299-1,FD6,음식점,음식점 > 중식 > 중국요리,,1658512250,02-2281-9031,춘향미엔,http://place.map.kakao.com/1658512250,서울 성동구 왕십리로21길 26,127.03202115543138,37.56046976592757
강원특별자치도 속초시 조양동 1287-9,FD6,음식점,음식점 > 한식 > 냉면,,10760412,033-632-3181,이조면옥,http://place.map.kakao.com/10760412,강원특별자치도 속초시 동해대로 3887,128.6007076373087,38.182135950869004
서울 중구 오장동 101-7,FD6,음식점,음식점 > 한식 > 냉면,,8174854,02-2266-0735,오장동흥남집 본점,http://place.map.kakao.com/8174854,서울 중구 마른내로 114,127.00056593411459,37.564348392118056
서울 성북구 안암동5가 147-9,FD6,음식점,음식점 > 한식 > 냉면,,10501014,02-929-4610,서울쌈냉면 고대점,http://place.map.kakao.com/10501014,서울 성북구 개운사길 21-4,127.028871568485,37.5874787976777
경기 동두천시 생연동 818-142,FD6,음식점,음식점 > 한식 > 냉면,,8132220,031-865-2413,평남면옥,http://place.map.kakao.com/8132220,경기 동두천시 생연로 127,127.05118764639475,37.90386340952936
경기 화성시 안녕동 188-562,FD6,음식점,음식점 > 한식 > 냉면,,8598381,031-223-1182,청학동칡냉면,http://place.map.kakao.com/8598381,경기 화성시 효행로 466,126.98552951231945,37.20949205803589
서울 종로구 창신동 81-8,FD6,음식점,음식점 > 한식 > 냉면,,11021281,02-743-7285,낙산냉면,http://place.map.kakao.com/11021281,서울 종로구 지봉로5길 8,127.015277764702,37.5744890103185
서울 종로구 인의동 112-14,FD6,음식점,음식점 > 한식 > 냉면,,8146505,02-2267-6922,함흥곰보냉면,http://place.map.kakao.com/8146505,서울 종로구 창경궁로 109,126.9970104467935,37.571585153324456
서울 강남구 논현동 96,FD6,음식점,음식점 > 한식 > 냉면,,15654927,02-518-7228,신사면옥,http://place.map.kakao.com/15654927,서울 강남구 도산대로46길 11,127.036655901063,37.5211487850902
서울 강남구 청담동 4-5,FD6,음식점,음식점 > 일식,,580355685,,유노추보,http://place.map.kakao.com/580355685,서울 강남구 도산대로 442,127.04412773991,37.523344676306
서울 중구 명동2가 26-1,FD6,음식점,음식점 > 한식 > 냉면,,7871208,02-776-8430,명동함흥면옥 본점,http://place.map.kakao.com/7871208,서울 중구 명동10길 35-19,126.98568556457165,37.562769881012464
서울 광진구 자양동 227,FD6,음식점,음식점 > 한식 > 냉면,,603841760,02-454-7353,신창면옥,http://place.map.kakao.com/603841760,서울 광진구 자양번영로 67,127.0761680519,37.5355495425173
서울 성동구 행당동 299-1,FD6,음식점,음식점 > 중식 > 중국요리,,1658512250,02-2281-9031,춘향미엔,http://place.map.kakao.com/1658512250,서울 성동구 왕십리로21길 26,127.03202115543138,37.56046976592757
서울 용산구 원효로4가 127-2,FD6,음식점,음식점 > 한식 > 냉면,,26971351,02-719-1290,신라면옥,http://place.map.kakao.com/26971351,서울 용산구 원효로 69,126.951544619309,37.5330413627371
경기 화성시 안녕동 188-562,FD6,음식점,음식점 > 한식 > 냉면,,8598381,031-223-1182,청학동칡냉면,http://place.map.kakao.com/8598381,경기 화성시 효행로 466,126.98552951231945,37.20949205803589
전북 익산시 어양동,,,부동산 > 지명,,25395791,,혜교,http://place.map.kakao.com/25395791,,126.980920506881,35.9575010928882
서울 성동구 행당동 299-1,FD6,음식점,음식점 > 중식 > 중국요리,,1658512250,02-2281-9031,춘향미엔,http://place.map.kakao.com/1658512250,서울 성동구 왕십리로21길 26,127.03202115543138,37.56046976592757
대전 서구 둔산동 1440,FD6,음식점,"음식점 > 일식 > 돈까스,우동",,16800756,042-487-1692,미진,http://place.map.kakao.com/16800756,대전 서구 둔산중로40번길 28,127.38825211253962,36.34996911688981
서울 광진구 화양동 302-25,FD6,음식점,음식점 > 한식 > 냉면,,10921559,02-447-8806,함흥본가면옥 건대점,http://place.map.kakao.com/10921559,서울 광진구 광나루로 456,127.07986226799,37.5451805911085
부산 부산진구 부전동 516-68,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",,8368121,051-816-8803,부산쪽쪽갈비,http://place.map.kakao.com/8368121,부산 부산진구 중앙대로691번가길 32,129.055605652178,35.1556912586169
서울 은평구 응암동 427-165,FD6,음식점,음식점 > 한식 > 냉면,,16413621,02-387-1434,시장냉면,http://place.map.kakao.com/16413621,서울 은평구 응암로22길 5-17,126.91879439285482,37.594327162306236
서울 종로구 필운동 205-1,FD6,음식점,음식점 > 한식 > 냉면,,11975982,,이가면옥,http://place.map.kakao.com/11975982,서울 종로구 자하문로1길 33,126.97039458292083,37.5764747816119
경기 고양시 일산동구 마두동 806,FD6,음식점,음식점 > 한식 > 냉면,,9216726,,경성면옥함흥냉면전문점,http://place.map.kakao.com/9216726,경기 고양시 일산동구 중앙로 1130,126.780435004708,37.6493849083423
서울 서초구 방배동 850-1,FD6,음식점,"음식점 > 일식 > 돈까스,우동",,23122567,,묘오또 방배점,http://place.map.kakao.com/23122567,서울 서초구 방배로28길 16,126.99305719239591,37.49033087973123
서울 성동구 행당동 299-1,FD6,음식점,음식점 > 중식 > 중국요리,,1658512250,02-2281-9031,춘향미엔,http://place.map.kakao.com/1658512250,서울 성동구 왕십리로21길 26,127.03202115543138,37.56046976592757
서울 강서구 염창동 280-6,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",,9370927,02-3665-3930,유림 닭도리탕,http://place.map.kakao.com/9370927,서울 강서구 공항대로71길 5,126.87171977039051,37.547826497941145
경기 화성시 안녕동 188-562,FD6,음식점,음식점 > 한식 > 냉면,,8598381,031-223-1182,청학동칡냉면,http://place.map.kakao.com/8598381,경기 화성시 효행로 466,126.98552951231945,37.20949205803589
경기 양주시 장흥면 부곡리 535-17,FD6,음식점,음식점 > 한식 > 냉면,,15305287,031-826-4231,평양면옥 송추본점,http://place.map.kakao.com/15305287,경기 양주시 장흥면 호국로 615,126.98213122179126,37.72034436967037
서울 은평구 응암동 427-165,FD6,음식점,음식점 > 한식 > 냉면,,16413621,02-387-1434,시장냉면,http://place.map.kakao.com/16413621,서울 은평구 응암로22길 5-17,126.91879439285482,37.594327162306236
서울 중구 오장동 90-10,FD6,음식점,음식점 > 한식 > 냉면,,20747449,02-2267-9500,오장동함흥냉면,http://place.map.kakao.com/20747449,서울 중구 마른내로 108,126.99987775835788,37.56427090773028
서울 강남구 삼성동 151-7,FD6,음식점,음식점 > 한식 > 냉면,,27261403,02-569-8939,능라도 강남점,http://place.map.kakao.com/27261403,서울 강남구 삼성로 534,127.05553416938561,37.509677046854954
서울 은평구 응암동 427-165,FD6,음식점,음식점 > 한식 > 냉면,,16413621,02-387-1434,시장냉면,http://place.map.kakao.com/16413621,서울 은평구 응암로22길 5-17,126.91879439285482,37.594327162306236
서울 강서구 마곡동 774-12,FD6,음식점,음식점 > 한식 > 냉면,,521282981,02-2084-7000,오장동본가면옥,http://place.map.kakao.com/521282981,서울 강서구 마곡동로 55,126.83292298187163,37.56018019833444
서울 강남구 대치동 1023-2,FD6,음식점,음식점 > 한식 > 냉면,,21444915,02-562-3989,대치동함흥면옥,http://place.map.kakao.com/21444915,서울 강남구 도곡로 424,127.05693291082689,37.49729115968169
부산 동구 초량동 363-2,FD6,음식점,음식점 > 한식 > 국수,,27365831,,초량밀면,http://place.map.kakao.com/27365831,부산 동구 중앙대로 225,129.04059130549194,35.11731387463027
서울 서초구 방배동 797-19,FD6,음식점,음식점 > 한식 > 냉면,,24726061,02-536-1423,서초면옥 본점,http://place.map.kakao.com/24726061,서울 서초구 동광로 97,126.993115659813,37.4939439225313
광주 서구 금호동 799,FD6,음식점,음식점 > 한식 > 냉면,,19024511,062-653-3119,금성칡냉면 금호점,http://place.map.kakao.com/19024511,광주 서구 풍금로171번길 5,126.858739790468,35.1310307542722
서울 서초구 서초동 1668-7,FD6,음식점,음식점 > 일식,,18253256,02-522-0373,미나미,http://place.map.kakao.com/18253256,서울 서초구 서초대로58길 31-2,127.018119869228,37.4933300487122
서울 은평구 대조동 194-28,FD6,음식점,음식점 > 한식,,10342053,02-386-8903,메밀마을,http://place.map.kakao.com/10342053,서울 은평구 연서로26길 23-1,126.92168857115432,37.61596728962113
서울 용산구 동빙고동 7-19,FD6,음식점,음식점 > 한식 > 국수,,9341771,02-797-2307,유진막국수,http://place.map.kakao.com/9341771,서울 용산구 장문로 18,126.99239296801,37.5284379311332
강원특별자치도 홍천군 남면 양덕원리 142-28,FD6,음식점,음식점 > 한식 > 국수,,15407886,033-432-9088,내고향막국수,http://place.map.kakao.com/15407886,강원특별자치도 홍천군 남면 양덕원로 53-1,127.768245532146,37.613961032204
서울 서초구 방배동 793-1,FD6,음식점,음식점 > 한식 > 국수,,16013228,02-3482-3738,양양메밀막국수,http://place.map.kakao.com/16013228,서울 서초구 동광로15길 10,126.9882850843,37.4925163469457
서울 중구 명동1가 54-17,FD6,음식점,음식점 > 한식,,535835882,02-777-8488,중일면옥,http://place.map.kakao.com/535835882,서울 중구 명동길 25-4,126.98392303186743,37.56393824652791
서울 종로구 관훈동 196-8,FD6,음식점,음식점 > 한식 > 냉면,,13559590,,인사면옥,http://place.map.kakao.com/13559590,서울 종로구 인사동길 35-3,126.985283903137,37.5735484431037
서울 송파구 문정동 343-1,FD6,음식점,음식점 > 한식 > 냉면,,2027970955,02-407-8807,함흥본가면옥 문정점,http://place.map.kakao.com/2027970955,서울 송파구 법원로 114,127.12048799552414,37.4852636465967
서울 중구 남대문로4가 20-60,FD6,음식점,"음식점 > 일식 > 돈까스,우동",,15463889,02-757-3936,우모촌,http://place.map.kakao.com/15463889,서울 중구 남대문시장길 7,126.97642679252881,37.56008342521614
서울 강남구 논현동 95-11,FD6,음식점,"음식점 > 한식 > 찌개,전골",,16056569,02-545-7605,이모가있는집 본점,http://place.map.kakao.com/16056569,서울 강남구 도산대로54길 14,127.03849560860266,37.52183296191831
서울 강동구 암사동 496-17,FD6,음식점,"음식점 > 한식 > 찌개,전골",,10839462,02-442-3546,초롱이고모부대찌개,http://place.map.kakao.com/10839462,서울 강동구 상암로11길 4,127.1288450965,37.5499089904455
서울 강동구 성내동 81-14,FD6,음식점,"음식점 > 한식 > 찌개,전골",,21329909,,강동KD부대찌개나눔터,http://place.map.kakao.com/21329909,서울 강동구 올림픽로62길 7,127.123318561252,37.5364359468351
서울 서초구 서초1동 1443-27,FD6,음식점,"음식점 > 한식 > 찌개,전골",,8388894,02-521-2666,삼보부대찌개,http://place.map.kakao.com/8388894,서울 서초구 효령로68길 102,127.019406926684,37.4854081842668
서울 강남구 신사동 640-1,FD6,음식점,"음식점 > 한식 > 찌개,전골",,10215748,,금성스테이크부대찌개,http://place.map.kakao.com/10215748,서울 강남구 언주로174길 26,127.035851485836,37.52798763963455
